code,name,tree
9426,因申请诉前停止侵害专利权损害责任纠纷,9426-9425-9363-9299-9000-
9427,因申请诉前停止侵害注册商标专用权损害责任纠纷,9427-9425-9363-9299-9000-
9428,因申请诉前停止侵害著作权损害责任纠纷,9428-9425-9363-9299-9000-
9429,因申请诉前停止侵害植物新品种权损害责任纠纷,9429-9425-9363-9299-9000-
9430,因申请海关知识产权保护措施损害责任纠纷,9430-9425-9363-9299-9000-
9431,因恶意提起知识产权诉讼损害责任纠纷,9431-9363-9299-9000-
9432,专利权宣告无效后返还费用纠纷,9432-9363-9299-9000-
9433,不正当竞争纠纷,9433-9299-9000-
9434,仿冒纠纷,9434-9433-9299-9000-
9435,擅自使用知名商品特有名称、包装、装潢纠纷,9435-9434-9433-9299-9000-
9436,擅自使用他人企业名称、姓名纠纷,9436-9434-9433-9299-9000-
9437,伪造、冒用产品质量标志纠纷,9437-9434-9433-9299-9000-
9438,伪造产地纠纷,9438-9434-9433-9299-9000-
9439,商业贿赂不正当竞争纠纷,9439-9433-9299-9000-
9440,虚假宣传纠纷,9440-9433-9299-9000-
9441,侵害商业秘密纠纷,9441-9433-9299-9000-
9442,侵害技术秘密纠纷,9442-9441-9433-9299-9000-
9443,侵害经营秘密纠纷,9443-9441-9433-9299-9000-
9444,低价倾销不正当竞争纠纷,9444-9433-9299-9000-
9445,捆绑销售不正当竞争纠纷,9445-9433-9299-9000-
9446,有奖销售纠纷,9446-9433-9299-9000-
9447,商业诋毁纠纷,9447-9433-9299-9000-
9448,串通投标不正当竞争纠纷,9448-9433-9299-9000-
9449,垄断纠纷,9449-9299-9000-
9450,垄断协议纠纷,9450-9449-9299-9000-
9451,横向垄断协议纠纷,9451-9450-9449-9299-9000-
9452,纵向垄断协议纠纷,9452-9450-9449-9299-9000-
9453,滥用市场支配地位纠纷,9453-9449-9299-9000-
9454,垄断定价纠纷,9454-9453-9449-9299-9000-
9455,掠夺定价纠纷,9455-9453-9449-9299-9000-
9456,拒绝交易纠纷,9456-9453-9449-9299-9000-
9457,限定交易纠纷,9457-9453-9449-9299-9000-
9458,捆绑交易纠纷,9458-9453-9449-9299-9000-
9459,差别待遇纠纷,9459-9453-9449-9299-9000-
9460,经营者集中纠纷,9460-9449-9299-9000-
9461,劳动争议、人事争议,9461-9000-
9462,劳动争议,9462-9461-9000-
9463,劳动合同纠纷,9463-9462-9461-9000-
9464,确认劳动关系纠纷,9464-9463-9462-9461-9000-
9465,集体合同纠纷,9465-9463-9462-9461-9000-
9466,劳务派遣合同纠纷,9466-9463-9462-9461-9000-
9467,非全日制用工纠纷,9467-9463-9462-9461-9000-
9468,追索劳动报酬纠纷,9468-9463-9462-9461-9000-
9469,经济补偿金纠纷,9469-9463-9462-9461-9000-
9470,竞业限制纠纷,9470-9463-9462-9461-9000-
9471,社会保险纠纷,9471-9462-9461-9000-
9472,养老保险待遇纠纷,9472-9471-9462-9461-9000-
9473,工伤保险待遇纠纷,9473-9471-9462-9461-9000-
9474,医疗保险待遇纠纷,9474-9471-9462-9461-9000-
9475,生育保险待遇纠纷,9475-9471-9462-9461-9000-
9476,失业保险待遇纠纷,9476-9471-9462-9461-9000-
9477,福利待遇纠纷,9477-9462-9461-9000-
9478,人事争议,9478-9461-9000-
9479,人事争议,9479-9478-9461-9000-
9480,辞职争议,9480-9479-9478-9461-9000-
9481,辞退争议,9481-9479-9478-9461-9000-
9482,聘用合同争议,9482-9479-9478-9461-9000-
9483,海事海商纠纷,9483-9000-
9484,海事海商纠纷,9484-9483-9000-
9485,船舶碰撞损害责任纠纷,9485-9484-9483-9000-
9486,船舶触碰损害责任纠纷,9486-9484-9483-9000-
9487,船舶损坏空中设施、水下设施损害责任纠纷,9487-9484-9483-9000-
9488,船舶污染损害责任纠纷,9488-9484-9483-9000-
9489,海上、通海水域污染损害责任纠纷,9489-9484-9483-9000-
9490,海上、通海水域养殖损害责任纠纷,9490-9484-9483-9000-
9491,海上、通海水域财产损害责任纠纷,9491-9484-9483-9000-
9492,海上、通海水域人身损害责任纠纷,9492-9484-9483-9000-
9493,非法留置船舶、船载货物、船用燃油、船用物料损害责任纠纷,9493-9484-9483-9000-
9494,海上、通海水域货物运输合同纠纷,9494-9484-9483-9000-
9495,海上、通海水域旅客运输合同纠纷,9495-9484-9483-9000-
9496,海上、通海水域行李运输合同纠纷,9496-9484-9483-9000-
9497,船舶经营管理合同纠纷,9497-9484-9483-9000-
9498,船舶买卖合同纠纷,9498-9484-9483-9000-
9499,船舶建造合同纠纷,9499-9484-9483-9000-
9500,船舶修理合同纠纷,9500-9484-9483-9000-
9501,船舶改建合同纠纷,9501-9484-9483-9000-
9502,船舶拆解合同纠纷,9502-9484-9483-9000-
9503,船舶抵押合同纠纷,9503-9484-9483-9000-
9504,航次租船合同纠纷,9504-9484-9483-9000-
9505,船舶租用合同纠纷,9505-9484-9483-9000-
9506,定期租船合同纠纷,9506-9505-9484-9483-9000-
9507,光船租赁合同纠纷,9507-9505-9484-9483-9000-
9508,船舶融资租赁合同纠纷,9508-9484-9483-9000-
9509,海上、通海水域运输船舶承包合同纠纷,9509-9484-9483-9000-
9510,渔船承包合同纠纷,9510-9484-9483-9000-
9511,船舶属具租赁合同纠纷,9511-9484-9483-9000-
9512,船舶属具保管合同纠纷,9512-9484-9483-9000-
9513,海运集装箱租赁合同纠纷,9513-9484-9483-9000-
9514,海运集装箱保管合同纠纷,9514-9484-9483-9000-
9515,港口货物保管合同纠纷,9515-9484-9483-9000-
9516,船舶代理合同纠纷,9516-9484-9483-9000-
9517,海上、通海水域货运代理合同纠纷,9517-9484-9483-9000-
9518,理货合同纠纷,9518-9484-9483-9000-
9519,船舶物料和备品供应合同纠纷,9519-9484-9483-9000-
9520,船员劳务合同纠纷,9520-9484-9483-9000-
9521,海难救助合同纠纷,9521-9484-9483-9000-
9522,海上、通海水域打捞合同纠纷,9522-9484-9483-9000-
9523,海上、通海水域拖航合同纠纷,9523-9484-9483-9000-
9524,海上、通海水域保险合同纠纷,9524-9484-9483-9000-
9525,海上、通海水域保赔合同纠纷,9525-9484-9483-9000-
9526,海上、通海水域运输联营合同纠纷,9526-9484-9483-9000-
9527,船舶营运借款合同纠纷,9527-9484-9483-9000-
9528,海事担保合同纠纷,9528-9484-9483-9000-
9529,航道、港口疏浚合同纠纷,9529-9484-9483-9000-
9530,船坞、码头建造合同纠纷,9530-9484-9483-9000-
9531,船舶检验合同纠纷,9531-9484-9483-9000-
9532,海事请求担保纠纷,9532-9484-9483-9000-
9533,海上、通海水域运输重大责任事故责任纠纷,9533-9484-9483-9000-
9534,港口作业重大责任事故责任纠纷,9534-9484-9483-9000-
9535,港口作业纠纷,9535-9484-9483-9000-
9536,共同海损纠纷,9536-9484-9483-9000-
9537,海洋开发利用纠纷,9537-9484-9483-9000-
9538,船舶共有纠纷,9538-9484-9483-9000-
9539,船舶权属纠纷,9539-9484-9483-9000-
9540,海运欺诈纠纷,9540-9484-9483-9000-
9541,海事债权确权纠纷,9541-9484-9483-9000-
9542,与公司、证券、保险、票据等有关的民事纠纷,9542-9000-
9543,与企业有关的纠纷,9543-9542-9000-
9544,企业出资人权益确认纠纷,9544-9543-9542-9000-
9545,侵害企业出资人权益纠纷,9545-9543-9542-9000-
9546,企业公司制改造合同纠纷,9546-9543-9542-9000-
9547,企业股份合作制改造合同纠纷,9547-9543-9542-9000-
9548,企业债权转股权合同纠纷,9548-9543-9542-9000-
9549,企业分立合同纠纷,9549-9543-9542-9000-
9550,企业租赁经营合同纠纷,9550-9543-9542-9000-
9551,企业出售合同纠纷,9551-9543-9542-9000-
9552,挂靠经营合同纠纷,9552-9543-9542-9000-
9553,企业兼并合同纠纷,9553-9543-9542-9000-
9554,联营合同纠纷,9554-9543-9542-9000-
9555,企业承包经营合同纠纷,9555-9543-9542-9000-
9556,中外合资经营企业承包经营合同纠纷,9556-9555-9543-9542-9000-
9557,中外合作经营企业承包经营合同纠纷,9557-9555-9543-9542-9000-
9558,外商独资企业承包经营合同纠纷,9558-9555-9543-9542-9000-
9559,乡镇企业承包经营合同纠纷,9559-9555-9543-9542-9000-
9560,中外合资经营企业合同纠纷,9560-9543-9542-9000-
9561,中外合作经营企业合同纠纷,9561-9543-9542-9000-
9562,与公司有关的纠纷,9562-9542-9000-
9563,股东资格确认纠纷,9563-9562-9542-9000-
9564,股东名册记载纠纷,9564-9562-9542-9000-
9565,请求变更公司登记纠纷,9565-9562-9542-9000-
9566,股东出资纠纷,9566-9562-9542-9000-
9567,新增资本认购纠纷,9567-9562-9542-9000-
9568,股东知情权纠纷,9568-9562-9542-9000-
9569,请求公司收购股份纠纷,9569-9562-9542-9000-
9570,股权转让纠纷,9570-9562-9542-9000-
9571,公司决议纠纷,9571-9562-9542-9000-
9572,公司决议效力确认纠纷,9572-9571-9562-9542-9000-
9573,公司决议撤销纠纷,9573-9571-9562-9542-9000-
9574,公司设立纠纷,9574-9562-9542-9000-
9575,公司证照返还纠纷,9575-9562-9542-9000-
9576,发起人责任纠纷,9576-9562-9542-9000-
9577,公司盈余分配纠纷,9577-9562-9542-9000-
9578,损害股东利益责任纠纷,9578-9562-9542-9000-
9579,损害公司利益责任纠纷,9579-9562-9542-9000-
9580,股东损害公司债权人利益责任纠纷,9580-9562-9542-9000-
9581,公司关联交易损害责任纠纷,9581-9562-9542-9000-
9582,公司合并纠纷,9582-9562-9542-9000-
9583,公司分立纠纷,9583-9562-9542-9000-
9584,公司减资纠纷,9584-9562-9542-9000-
9585,公司增资纠纷,9585-9562-9542-9000-
9586,公司解散纠纷,9586-9562-9542-9000-
9587,申请公司清算,9587-9562-9542-9000-
9588,清算责任纠纷,9588-9562-9542-9000-
9589,上市公司收购纠纷,9589-9562-9542-9000-
9590,合伙企业纠纷,9590-9542-9000-
9591,入伙纠纷,9591-9590-9542-9000-
9592,退伙纠纷,9592-9590-9542-9000-
9593,合伙企业财产份额转让纠纷,9593-9590-9542-9000-
9594,与破产有关的纠纷,9594-9542-9000-
9595,申请破产清算,9595-9594-9542-9000-
9596,申请破产重整,9596-9594-9542-9000-
9597,申请破产和解,9597-9594-9542-9000-
9598,请求撤销个别清偿行为纠纷,9598-9594-9542-9000-
9599,请求确认债务人行为无效纠纷,9599-9594-9542-9000-
9600,对外追收债权纠纷,9600-9594-9542-9000-
9601,追收未缴出资纠纷,9601-9594-9542-9000-
9602,追收抽逃出资纠纷,9602-9594-9542-9000-
9603,追收非正常收入纠纷,9603-9594-9542-9000-
9604,破产债权确认纠纷,9604-9594-9542-9000-
9605,职工破产债权确认纠纷,9605-9604-9594-9542-9000-
9606,普通破产债权确认纠纷,9606-9604-9594-9542-9000-
9607,取回权纠纷,9607-9594-9542-9000-
9608,一般取回权纠纷,9608-9607-9594-9542-9000-
9609,出卖人取回权纠纷,9609-9607-9594-9542-9000-
9610,破产抵销权纠纷,9610-9594-9542-9000-
9611,别除权纠纷,9611-9594-9542-9000-
9612,破产撤销权纠纷,9612-9594-9542-9000-
9613,损害债务人利益赔偿纠纷,9613-9594-9542-9000-
9614,管理人责任纠纷,9614-9594-9542-9000-
9615,证券纠纷,9615-9542-9000-
9616,证券权利确认纠纷,9616-9615-9542-9000-
9617,股票权利确认纠纷,9617-9616-9615-9542-9000-
9618,公司债券权利确认纠纷,9618-9616-9615-9542-9000-
9619,国债权利确认纠纷,9619-9616-9615-9542-9000-
9620,证券投资基金权利确认纠纷,9620-9616-9615-9542-9000-
9621,证券交易合同纠纷,9621-9615-9542-9000-
9622,股票交易纠纷,9622-9621-9615-9542-9000-
9623,公司债券交易纠纷,9623-9621-9615-9542-9000-
9624,国债交易纠纷,9624-9621-9615-9542-9000-
9625,证券投资基金交易纠纷,9625-9621-9615-9542-9000-
9626,金融衍生品种交易纠纷,9626-9615-9542-9000-
9627,证券承销合同纠纷,9627-9615-9542-9000-
9628,证券代销合同纠纷,9628-9627-9615-9542-9000-
9629,证券包销合同纠纷,9629-9627-9615-9542-9000-
9630,证券投资咨询纠纷,9630-9615-9542-9000-
9631,证券资信评级服务合同纠纷,9631-9615-9542-9000-
9632,证券回购合同纠纷,9632-9615-9542-9000-
9633,股票回购合同纠纷,9633-9632-9615-9542-9000-
9634,国债回购合同纠纷,9634-9632-9615-9542-9000-
9635,公司债券回购合同纠纷,9635-9632-9615-9542-9000-
9636,证券投资基金回购合同纠纷,9636-9632-9615-9542-9000-
9637,质押式证券回购纠纷,9637-9632-9615-9542-9000-
9638,证券上市合同纠纷,9638-9615-9542-9000-
9639,证券交易代理合同纠纷,9639-9615-9542-9000-
9640,证券上市保荐合同纠纷,9640-9615-9542-9000-
9641,证券发行纠纷,9641-9615-9542-9000-
9642,证券认购纠纷,9642-9641-9615-9542-9000-
9643,证券发行失败纠纷,9643-9641-9615-9542-9000-
9644,证券返还纠纷,9644-9615-9542-9000-
9645,证券欺诈责任纠纷,9645-9615-9542-9000-
9646,证券内幕交易责任纠纷,9646-9645-9615-9542-9000-
9647,操纵证券交易市场责任纠纷,9647-9645-9615-9542-9000-
9648,证券虚假陈述责任纠纷,9648-9645-9615-9542-9000-
9649,欺诈客户责任纠纷,9649-9645-9615-9542-9000-
9650,证券托管纠纷,9650-9615-9542-9000-
9651,证券登记、存管、结算纠纷,9651-9615-9542-9000-
9652,融资融券交易纠纷,9652-9615-9542-9000-
9653,客户交易结算资金纠纷,9653-9615-9542-9000-
9654,期货交易纠纷,9654-9542-9000-
9655,期货经纪合同纠纷,9655-9654-9542-9000-
9656,期货透支交易纠纷,9656-9654-9542-9000-
9657,期货强行平仓纠纷,9657-9654-9542-9000-
9658,期货实物交割纠纷,9658-9654-9542-9000-
9659,期货保证合约纠纷,9659-9654-9542-9000-
9660,期货交易代理合同纠纷,9660-9654-9542-9000-
9661,侵占期货交易保证金纠纷,9661-9654-9542-9000-
9662,期货欺诈责任纠纷,9662-9654-9542-9000-
9663,操纵期货交易市场责任纠纷,9663-9654-9542-9000-
9664,期货内幕交易责任纠纷,9664-9654-9542-9000-
9665,期货虚假信息责任纠纷,9665-9654-9542-9000-
9666,信托纠纷,9666-9542-9000-
9667,民事信托纠纷,9667-9666-9542-9000-
9668,营业信托纠纷,9668-9666-9542-9000-
9669,公益信托纠纷,9669-9666-9542-9000-
9670,保险纠纷,9670-9542-9000-
9671,财产保险合同纠纷,9671-9670-9542-9000-
9672,财产损失保险合同纠纷,9672-9671-9670-9542-9000-
9673,责任保险合同纠纷,9673-9671-9670-9542-9000-
9674,信用保险合同纠纷,9674-9671-9670-9542-9000-
9675,保证保险合同纠纷,9675-9671-9670-9542-9000-
9676,保险人代位求偿权纠纷,9676-9671-9670-9542-9000-
9677,人身保险合同纠纷,9677-9670-9542-9000-
9678,人寿保险合同纠纷,9678-9677-9670-9542-9000-
9679,意外伤害保险合同纠纷,9679-9677-9670-9542-9000-
9680,健康保险合同纠纷,9680-9677-9670-9542-9000-
9681,再保险合同纠纷,9681-9670-9542-9000-
9682,保险经纪合同纠纷,9682-9670-9542-9000-
9683,保险代理合同纠纷,9683-9670-9542-9000-
9684,进出口信用保险合同纠纷,9684-9670-9542-9000-
9685,保险费纠纷,9685-9670-9542-9000-
9686,票据纠纷,9686-9542-9000-
9687,票据付款请求权纠纷,9687-9686-9542-9000-
9688,票据追索权纠纷,9688-9686-9542-9000-
9689,票据交付请求权纠纷,9689-9686-9542-9000-
9690,票据返还请求权纠纷,9690-9686-9542-9000-
9691,票据损害责任纠纷,9691-9686-9542-9000-
9692,票据利益返还请求权纠纷,9692-9686-9542-9000-
9693,汇票回单签发请求权纠纷,9693-9686-9542-9000-
9694,票据保证纠纷,9694-9686-9542-9000-
9695,确认票据无效纠纷,9695-9686-9542-9000-
9696,票据代理纠纷,9696-9686-9542-9000-
9697,票据回购纠纷,9697-9686-9542-9000-
9698,信用证纠纷,9698-9542-9000-
9699,委托开立信用证纠纷,9699-9698-9542-9000-
9700,信用证开证纠纷,9700-9698-9542-9000-
9701,信用证议付纠纷,9701-9698-9542-9000-
9702,信用证欺诈纠纷,9702-9698-9542-9000-
9703,信用证融资纠纷,9703-9698-9542-9000-
9704,信用证转让纠纷,9704-9698-9542-9000-
9705,侵权责任纠纷,9705-9000-
9706,侵权责任纠纷,9706-9705-9000-
9707,监护人责任纠纷,9707-9706-9705-9000-
9708,用人单位责任纠纷,9708-9706-9705-9000-
9709,劳务派遣工作人员侵权责任纠纷,9709-9706-9705-9000-
9710,提供劳务者致害责任纠纷,9710-9706-9705-9000-
9711,提供劳务者受害责任纠纷,9711-9706-9705-9000-
9712,网络侵权责任纠纷,9712-9706-9705-9000-
9713,违反安全保障义务责任纠纷,9713-9706-9705-9000-
9714,公共场所管理人责任纠纷,9714-9713-9706-9705-9000-
9715,群众性活动组织者责任纠纷,9715-9713-9706-9705-9000-
9716,教育机构责任纠纷,9716-9706-9705-9000-
9717,产品责任纠纷,9717-9706-9705-9000-
9718,产品生产者责任纠纷,9718-9717-9706-9705-9000-
9719,产品销售者责任纠纷,9719-9717-9706-9705-9000-
9720,产品运输者责任纠纷,9720-9717-9706-9705-9000-
9721,产品仓储者责任纠纷,9721-9717-9706-9705-9000-
9722,机动车交通事故责任纠纷,9722-9706-9705-9000-
9723,医疗损害责任纠纷,9723-9706-9705-9000-
9724,侵害患者知情同意权责任纠纷,9724-9723-9706-9705-9000-
9725,医疗产品责任纠纷,9725-9723-9706-9705-9000-
9726,环境污染责任纠纷,9726-9706-9705-9000-
9727,大气污染责任纠纷,9727-9726-9706-9705-9000-
9728,水污染责任纠纷,9728-9726-9706-9705-9000-
9729,噪声污染责任纠纷,9729-9726-9706-9705-9000-
9730,放射性污染责任纠纷,9730-9726-9706-9705-9000-
9731,土壤污染责任纠纷,9731-9726-9706-9705-9000-
9732,电子废物污染责任纠纷,9732-9726-9706-9705-9000-
9733,固体废物污染责任纠纷,9733-9726-9706-9705-9000-
9734,高度危险责任纠纷,9734-9706-9705-9000-
9735,民用核设施损害责任纠纷,9735-9734-9706-9705-9000-
9736,民用航空器损害责任纠纷,9736-9734-9706-9705-9000-
9737,占有、使用高度危险物损害责任纠纷,9737-9734-9706-9705-9000-
9738,高度危险活动损害责任纠纷,9738-9734-9706-9705-9000-
9739,遗失、抛弃高度危险物损害责任纠纷,9739-9734-9706-9705-9000-
9740,非法占有高度危险物损害责任纠纷,9740-9734-9706-9705-9000-
9741,饲养动物损害责任纠纷,9741-9706-9705-9000-
9742,物件损害责任纠纷,9742-9706-9705-9000-
9743,物件脱落、坠落损害责任纠纷,9743-9742-9706-9705-9000-
9744,建筑物、构筑物倒塌损害责任纠纷,9744-9742-9706-9705-9000-
9745,不明抛掷物、坠落物损害责任纠纷,9745-9742-9706-9705-9000-
9746,堆放物倒塌致害责任纠纷,9746-9742-9706-9705-9000-
9747,公共道路妨碍通行损害责任纠纷,9747-9742-9706-9705-9000-
9748,林木折断损害责任纠纷,9748-9742-9706-9705-9000-
9749,地面施工、地下设施损害责任纠纷,9749-9742-9706-9705-9000-
9750,触电人身损害责任纠纷,9750-9706-9705-9000-
9751,义务帮工人受害责任纠纷,9751-9706-9705-9000-
9752,见义勇为人受害责任纠纷,9752-9706-9705-9000-
9753,公证损害责任纠纷,9753-9706-9705-9000-
9754,防卫过当损害责任纠纷,9754-9706-9705-9000-
9755,紧急避险损害责任纠纷,9755-9706-9705-9000-
9756,驻香港、澳门特别行政区军人执行职务侵权责任纠纷,9756-9706-9705-9000-
9757,铁路运输损害责任纠纷,9757-9706-9705-9000-
9758,铁路运输人身损害责任纠纷,9758-9757-9706-9705-9000-
9759,铁路运输财产损害责任纠纷,9759-9757-9706-9705-9000-
9760,水上运输损害责任纠纷,9760-9706-9705-9000-
9761,水上运输人身损害责任纠纷,9761-9760-9706-9705-9000-
9762,水上运输财产损害责任纠纷,9762-9760-9706-9705-9000-
9763,航空运输损害责任纠纷,9763-9706-9705-9000-
9764,航空运输人身损害责任纠纷,9764-9763-9706-9705-9000-
9765,航空运输财产损害责任纠纷,9765-9763-9706-9705-9000-
9766,因申请诉前财产保全损害责任纠纷,9766-9706-9705-9000-
9767,因申请诉前证据保全损害责任纠纷,9767-9706-9705-9000-
9768,因申请诉中财产保全损害责任纠纷,9768-9706-9705-9000-
9769,因申请诉中证据保全损害责任纠纷,9769-9706-9705-9000-
9770,因申请先予执行损害责任纠纷,9770-9706-9705-9000-
9771,适用特殊程序案件案由,9771-9000-
9772,选民资格案件,9772-9771-9000-
9773,申请确定选民资格,9773-9772-9771-9000-
9774,宣告失踪、宣告死亡案件,9774-9771-9000-
9775,申请宣告公民失踪,9775-9774-9771-9000-
9776,申请撤销宣告失踪,9776-9774-9771-9000-
9777,申请为失踪人财产指定、变更代管人,9777-9774-9771-9000-
9778,失踪人债务支付纠纷,9778-9774-9771-9000-
9779,申请宣告公民死亡,9779-9774-9771-9000-
9780,申请撤销宣告公民死亡,9780-9774-9771-9000-
9781,被撤销死亡宣告人请求返还财产纠纷,9781-9774-9771-9000-
9782,认定公民无民事行为能力、限制民事行为能力案件,9782-9771-9000-
9783,申请宣告公民无民事行为能力,9783-9782-9771-9000-
9784,申请宣告公民限制民事行为能力,9784-9782-9771-9000-
9785,申请宣告公民恢复限制民事行为能力,9785-9782-9771-9000-
9786,申请宣告公民恢复完全民事行为能力,9786-9782-9771-9000-
9787,认定财产无主案件,9787-9771-9000-
9788,申请认定财产无主,9788-9787-9771-9000-
9789,申请撤销认定财产无主,9789-9787-9771-9000-
9790,监护权特别程序案件,9790-9771-9000-
9791,申请确定监护人,9791-9790-9771-9000-
9792,申请变更监护人,9792-9790-9771-9000-
9793,申请撤销监护人资格,9793-9790-9771-9000-
9794,督促程序案件,9794-9771-9000-
9795,申请支付令,9795-9794-9771-9000-
9796,公示催告程序案件,9796-9771-9000-
9797,申请公示催告,9797-9796-9771-9000-
9798,申请诉前停止侵害知识产权案件,9798-9771-9000-
9799,申请诉前停止侵害专利权,9799-9798-9771-9000-
9800,申请诉前停止侵害注册商标专用权,9800-9798-9771-9000-
9801,申请诉前停止侵害著作权,9801-9798-9771-9000-
9802,申请诉前停止侵害植物新品种权,9802-9798-9771-9000-
9803,申请保全案件,9803-9771-9000-
9804,申请诉前财产保全,9804-9803-9771-9000-
9805,申请诉中财产保全,9805-9803-9771-9000-
9806,申请诉前证据保全,9806-9803-9771-9000-
9807,申请诉中证据保全,9807-9803-9771-9000-
9808,仲裁程序中的财产保全,9808-9803-9771-9000-
9809,仲裁程序中的证据保全,9809-9803-9771-9000-
9810,申请中止支付信用证项下款项,9810-9803-9771-9000-
9811,申请中止支付保函项下款项,9811-9803-9771-9000-
9812,仲裁程序案件,9812-9771-9000-
9813,申请确认仲裁协议效力,9813-9812-9771-9000-
9814,申请撤销仲裁裁决,9814-9812-9771-9000-
9815,海事诉讼特别程序案件,9815-9771-9000-
9816,申请海事请求保全,9816-9815-9771-9000-
9817,申请扣押船舶,9817-9816-9815-9771-9000-
9818,申请拍卖扣押船舶,9818-9816-9815-9771-9000-
9819,申请扣押船载货物,9819-9816-9815-9771-9000-
9820,申请拍卖扣押船载货物,9820-9816-9815-9771-9000-
9821,申请扣押船用燃油及船用物料,9821-9816-9815-9771-9000-
9822,申请拍卖扣押船用燃油及船用物料,9822-9816-9815-9771-9000-
9823,申请海事支付令,9823-9815-9771-9000-
9824,申请海事强制令,9824-9815-9771-9000-
9825,申请海事证据保全,9825-9815-9771-9000-
9826,申请设立海事赔偿责任限制基金,9826-9815-9771-9000-
9827,申请船舶优先权催告,9827-9815-9771-9000-
9828,申请海事债权登记与受偿,9828-9815-9771-9000-
9829,申请承认与执行法院判决、仲裁裁决案件,9829-9771-9000-
9830,申请执行海事仲裁裁决,9830-9829-9771-9000-
9831,申请执行知识产权仲裁裁决,9831-9829-9771-9000-
9832,申请执行涉外仲裁裁决,9832-9829-9771-9000-
9833,申请认可和执行香港特别行政区法院民事判决,9833-9829-9771-9000-
9834,申请认可和执行香港特别行政区仲裁裁决,9834-9829-9771-9000-
9835,申请认可和执行澳门特别行政区法院民事判决,9835-9829-9771-9000-
9836,申请认可和执行澳门特别行政区仲裁裁决,9836-9829-9771-9000-
9837,申请认可和执行台湾地区法院民事判决,9837-9829-9771-9000-
9838,申请认可和执行台湾地区仲裁裁决,9838-9829-9771-9000-
9839,申请承认和执行外国法院民事判决、裁定,9839-9829-9771-9000-
9840,申请承认和执行外国仲裁裁决,9840-9829-9771-9000-
9841,执行异议之诉,9841-9771-9000-
9842,案外人执行异议之诉,9842-9841-9771-9000-
9843,申请执行人执行异议之诉,9843-9841-9771-9000-
9844,执行分配方案异议之诉,9844-9841-9771-9000-
9845,申请确认人民调解协议效力,9845-9294-9131-9130-9000-
9846,申请撤销调解确认决定,9846-9294-9131-9130-9000-
9847,撤销支付令,9847-9794-9771-9000-
9848,生命权纠纷,9848-9003-9002-9001-9000-
9849,健康权纠纷,9849-9003-9002-9001-9000-
9850,身体权纠纷,9850-9003-9002-9001-9000-
9851,协助送达司法文书和调查取证,9851-9771-9000-
9852,协助香港特别行政区送达司法文书,9852-9851-9771-9000-
9853,协助香港特别行政区调查取证,9853-9851-9771-9000-
9854,协助澳门特别行政区送达司法文书,9854-9851-9771-9000-
9855,协助澳门特别行政区调查取证,9855-9851-9771-9000-
9856,协助台湾地区送达司法文书,9856-9851-9771-9000-
9857,协助台湾地区调查取证,9857-9851-9771-9000-
9858,协助外国送达司法文书,9858-9851-9771-9000-
9859,协助外国调查取证,9859-9851-9771-9000-
9860,申请实现担保物权案件,9860-9771-9000-
